,date,page,query,clicks,impressions,ctr,position
0,2026-01-28,https://facundogrowth.com/blog/consultor-seo-para-pymes/,consultor seo growth,0,1,0,87.0
1,2026-01-28,https://facundogrowth.com/consultor-seo-chile/,consultor seo wordpress,0,1,0,84.0
2,2026-01-31,https://facundogrowth.com/blog/consultor-seo-para-pymes/,consultor seo para pymes,0,1,0,100.0
3,2026-01-31,https://facundogrowth.com/blog/que-es-seo/,que es el seo,0,2,0,85.5
4,2026-01-31,https://facundogrowth.com/blog/que-es-seo/,que es seo,0,10,0,60.3
5,2026-01-31,https://facundogrowth.com/blog/que-es-seo/,que es seo y como funciona,0,1,0,77.0
6,2026-01-31,https://facundogrowth.com/blog/que-es-seo/,qué es seo,0,4,0,72.5
7,2026-01-31,https://facundogrowth.com/blog/que-es-seo/,qué significa seo,0,1,0,56.0
8,2026-01-31,https://facundogrowth.com/blog/que-es-seo/,seo definicion,0,1,0,94.0
9,2026-01-31,https://facundogrowth.com/blog/que-es-seo/,seo en espanol,0,1,0,86.0
10,2026-01-31,https://facundogrowth.com/consultor-seo-chile/,consultor seo chile,0,3,0,76.0
11,2026-01-31,https://facundogrowth.com/consultor-seo-chile/,consultora seo,0,1,0,32.0
12,2026-01-31,https://facundogrowth.com/consultor-seo-chile/,consultores seo,0,3,0,72.66666666666667
13,2026-02-01,https://facundogrowth.com/blog/que-es-seo/,como funciona seo,0,2,0,84.5
14,2026-02-01,https://facundogrowth.com/blog/que-es-seo/,el seo,0,19,0,88.6842105263158
15,2026-02-01,https://facundogrowth.com/blog/que-es-seo/,que es el seo de una web,0,1,0,99.0
16,2026-02-01,https://facundogrowth.com/blog/que-es-seo/,que es seo,0,8,0,67.625
17,2026-02-01,https://facundogrowth.com/blog/que-es-seo/,qué es seo,0,4,0,77.25
18,2026-02-01,https://facundogrowth.com/blog/que-es-seo/,seo definicion,0,16,0,89.625
19,2026-02-01,https://facundogrowth.com/blog/que-es-seo/,seo en español,0,2,0,67.0
20,2026-02-01,https://facundogrowth.com/blog/que-es-seo/,significado de seo,0,2,0,90.5
21,2026-02-01,https://facundogrowth.com/blog/que-es-seo/,significado seo,0,10,0,80.2
22,2026-02-01,https://facundogrowth.com/consultor-seo-chile/,consultor seo chile,0,1,0,78.0
23,2026-02-01,https://facundogrowth.com/consultor-seo-chile/,consultor seo ecommerce,0,1,0,98.0
24,2026-02-01,https://facundogrowth.com/consultor-seo-chile/,consultor seo profesional,0,1,0,95.0
25,2026-02-02,https://facundogrowth.com/blog/que-es-seo/,el seo,0,8,0,62.0
26,2026-02-02,https://facundogrowth.com/blog/que-es-seo/,que es el seo de una web,0,1,0,98.0
27,2026-02-02,https://facundogrowth.com/blog/que-es-seo/,que es la seo,0,2,0,96.0
28,2026-02-02,https://facundogrowth.com/blog/que-es-seo/,que es seo,0,12,0,70.16666666666667
29,2026-02-02,https://facundogrowth.com/blog/que-es-seo/,que es un seo,0,2,0,100.0
30,2026-02-02,https://facundogrowth.com/blog/que-es-seo/,qué es seo,0,6,0,67.16666666666667
31,2026-02-02,https://facundogrowth.com/blog/que-es-seo/,seo definicion,0,8,0,90.625
32,2026-02-02,https://facundogrowth.com/blog/que-es-seo/,seo que significa,0,1,0,71.0
33,2026-02-02,https://facundogrowth.com/blog/que-es-seo/,significado de seo,0,7,0,80.71428571428571
34,2026-02-02,https://facundogrowth.com/blog/que-es-seo/,significado seo,0,5,0,76.8
35,2026-02-02,https://facundogrowth.com/consultor-seo-chile/,consultor seo chile,0,1,0,80.0
36,2026-02-02,https://facundogrowth.com/consultor-seo-chile/,consultor seo ecommerce,0,2,0,90.5
37,2026-02-02,https://facundogrowth.com/consultor-seo-chile/,consultor seo growth,0,2,0,6.5
38,2026-02-02,https://facundogrowth.com/consultor-seo-chile/,consultor seo profesional,0,1,0,96.0
39,2026-02-03,https://facundogrowth.com/blog/consultor-seo-para-pymes/,consultor seo para pymes,0,1,0,23.0
40,2026-02-03,https://facundogrowth.com/blog/que-es-seo/,el seo,0,10,0,49.5
41,2026-02-03,https://facundogrowth.com/blog/que-es-seo/,que es el seo,0,3,0,68.0
42,2026-02-03,https://facundogrowth.com/blog/que-es-seo/,que es el seo de una pagina web,0,1,0,55.0
43,2026-02-03,https://facundogrowth.com/blog/que-es-seo/,que es seo,0,18,0,71.44444444444444
44,2026-02-03,https://facundogrowth.com/blog/que-es-seo/,que es seo y como funciona,0,1,0,46.0
45,2026-02-03,https://facundogrowth.com/blog/que-es-seo/,que es un seo,0,1,0,61.0
46,2026-02-03,https://facundogrowth.com/blog/que-es-seo/,qué es seo,0,13,0,79.3076923076923
47,2026-02-03,https://facundogrowth.com/blog/que-es-seo/,seo definicion,0,3,0,74.33333333333333
48,2026-02-03,https://facundogrowth.com/blog/que-es-seo/,seo en espanol,0,1,0,30.0
49,2026-02-03,https://facundogrowth.com/blog/que-es-seo/,seo en español,0,5,0,68.6
50,2026-02-03,https://facundogrowth.com/blog/que-es-seo/,seo espanol,0,1,0,85.0
51,2026-02-03,https://facundogrowth.com/blog/que-es-seo/,seo español,0,2,0,76.5
52,2026-02-03,https://facundogrowth.com/blog/que-es-seo/,seo significado,0,1,0,65.0
53,2026-02-03,https://facundogrowth.com/blog/que-es-seo/,si a seo en espanol,0,2,0,25.0
54,2026-02-03,https://facundogrowth.com/consultor-seo-chile/,consultor seo,0,1,0,18.0
55,2026-02-03,https://facundogrowth.com/consultor-seo-chile/,consultor seo ecommerce,0,2,0,57.5
56,2026-02-03,https://facundogrowth.com/consultor-seo-chile/,consultor seo growth,0,4,0,3.75
57,2026-02-03,https://facundogrowth.com/consultor-seo-chile/,consultor seo para pymes,0,1,0,35.0
58,2026-02-03,https://facundogrowth.com/consultor-seo-chile/,consultores seo,0,1,0,27.0
59,2026-02-03,https://facundogrowth.com/seo-tecnico/,problemas de seo técnico,0,1,0,72.0
60,2026-02-03,https://facundogrowth.com/seo-tecnico/,seo tecnico,0,1,0,100.0
61,2026-02-03,https://facundogrowth.com/seo-tecnico/,seo técnico,0,2,0,99.5
62,2026-02-04,https://facundogrowth.com/blog/que-es-seo/,el seo,0,12,0,42.916666666666664
63,2026-02-04,https://facundogrowth.com/blog/que-es-seo/,que es el seo de una pagina web,0,1,0,80.0
64,2026-02-04,https://facundogrowth.com/blog/que-es-seo/,que es el seo de una web,0,2,0,72.5
65,2026-02-04,https://facundogrowth.com/blog/que-es-seo/,que es seo,0,22,0,75.0909090909091
66,2026-02-04,https://facundogrowth.com/blog/que-es-seo/,que hace un seo,0,5,0,78.4
67,2026-02-04,https://facundogrowth.com/blog/que-es-seo/,que significa seo,0,3,0,58.0
68,2026-02-04,https://facundogrowth.com/blog/que-es-seo/,qué es seo,0,8,0,84.125
69,2026-02-04,https://facundogrowth.com/blog/que-es-seo/,seo definicion,0,3,0,90.66666666666667
70,2026-02-04,https://facundogrowth.com/blog/que-es-seo/,seo en español,0,7,0,74.0
71,2026-02-04,https://facundogrowth.com/blog/que-es-seo/,seo significado,0,2,0,66.0
72,2026-02-04,https://facundogrowth.com/blog/que-es-seo/,significado seo,0,2,0,86.5
73,2026-02-04,https://facundogrowth.com/consultor-seo-chile/,consultores seo,0,1,0,21.0
74,2026-02-04,https://facundogrowth.com/consultor-seo-chile/,consultoria seo personalizada,0,1,0,37.0
75,2026-02-04,https://facundogrowth.com/seo-tecnico/,que es el seo tecnico,0,1,0,97.0
76,2026-02-04,https://facundogrowth.com/seo-tecnico/,seo técnico,0,1,0,97.0
77,2026-02-05,https://facundogrowth.com/,consultor seo,0,2,0,7.5
78,2026-02-05,https://facundogrowth.com/,consultor seo en santiago,0,1,0,1.0
79,2026-02-05,https://facundogrowth.com/blog/consultor-seo-para-pymes/,consultor seo growth,0,1,0,28.0
80,2026-02-05,https://facundogrowth.com/blog/consultor-seo-para-pymes/,consultor seo para pymes,0,1,0,93.0
81,2026-02-05,https://facundogrowth.com/blog/que-es-seo/,definicion de seo,0,1,0,83.0
82,2026-02-05,https://facundogrowth.com/blog/que-es-seo/,el seo,0,20,0,45.95
83,2026-02-05,https://facundogrowth.com/blog/que-es-seo/,que es seo,0,14,0,71.07142857142857
84,2026-02-05,https://facundogrowth.com/blog/que-es-seo/,que significan las siglas seo,0,1,0,93.0
85,2026-02-05,https://facundogrowth.com/blog/que-es-seo/,qué es el seo artesanal,0,1,0,94.0
86,2026-02-05,https://facundogrowth.com/blog/que-es-seo/,qué es seo,0,12,0,83.41666666666667
87,2026-02-05,https://facundogrowth.com/blog/que-es-seo/,qué es un seo,0,1,0,98.0
88,2026-02-05,https://facundogrowth.com/blog/que-es-seo/,seo en español,0,1,0,77.0
89,2026-02-05,https://facundogrowth.com/blog/que-es-seo/,seo significado,0,1,0,89.0
90,2026-02-05,https://facundogrowth.com/blog/que-es-seo/,significado seo,0,7,0,86.0
91,2026-02-05,https://facundogrowth.com/blog/que-es-seo/,¿qué es seo?,0,1,0,84.0
92,2026-02-06,https://facundogrowth.com/,asesoria seo,0,1,0,2.0
93,2026-02-06,https://facundogrowth.com/,konsultant seo,0,1,0,12.0
94,2026-02-06,https://facundogrowth.com/,seo consultores,0,1,0,1.0
95,2026-02-06,https://facundogrowth.com/,seo growth agency,0,1,0,13.0
96,2026-02-06,https://facundogrowth.com/blog/consultor-seo-para-pymes/,consultor seo para pymes,0,2,0,88.0
97,2026-02-06,https://facundogrowth.com/blog/que-es-seo/,definicion de seo,0,1,0,74.0
98,2026-02-06,https://facundogrowth.com/blog/que-es-seo/,el seo,0,7,0,58.285714285714285
99,2026-02-06,https://facundogrowth.com/blog/que-es-seo/,que es el seo de una web,0,1,0,85.0
100,2026-02-06,https://facundogrowth.com/blog/que-es-seo/,que es la seo,0,1,0,89.0
101,2026-02-06,https://facundogrowth.com/blog/que-es-seo/,que es seo,0,5,0,62.0
102,2026-02-06,https://facundogrowth.com/blog/que-es-seo/,qué es el seo,0,1,0,100.0
103,2026-02-06,https://facundogrowth.com/blog/que-es-seo/,qué es seo,0,2,0,89.0
104,2026-02-06,https://facundogrowth.com/blog/que-es-seo/,seo español,0,2,0,77.0
105,2026-02-06,https://facundogrowth.com/blog/que-es-seo/,seo o que e,0,1,0,74.0
106,2026-02-06,https://facundogrowth.com/blog/que-es-seo/,significado seo,0,5,0,81.8
107,2026-02-06,https://facundogrowth.com/posicionamiento-web-chile/,posicionamiento web seo chile,0,2,0,89.0
108,2026-02-07,https://facundogrowth.com/,konsultant seo,0,1,0,10.0
109,2026-02-07,https://facundogrowth.com/blog/keywords-research-guia/,aquí tienes una lista de 500 palabras clave relevantes con alta búsqueda seo en españa,0,2,0,11.0
110,2026-02-07,https://facundogrowth.com/blog/que-es-seo/,el seo,0,2,0,33.0
111,2026-02-07,https://facundogrowth.com/blog/que-es-seo/,que es el seo,0,1,0,98.0
112,2026-02-07,https://facundogrowth.com/blog/que-es-seo/,que es el seo de una web,0,1,0,96.0
113,2026-02-07,https://facundogrowth.com/blog/que-es-seo/,que es seo,0,6,0,76.0
114,2026-02-07,https://facundogrowth.com/blog/que-es-seo/,qué significa seo,0,1,0,92.0
115,2026-02-07,https://facundogrowth.com/blog/que-es-seo/,seo en español,0,1,0,86.0
116,2026-02-07,https://facundogrowth.com/blog/que-es-seo/,seo significado,0,1,0,95.0
117,2026-02-07,https://facundogrowth.com/blog/que-es-seo/,significado seo,0,4,0,87.25
118,2026-02-07,https://facundogrowth.com/posicionamiento-web-chile/,posicionamiento seo ovalle,0,1,0,31.0
119,2026-02-08,https://facundogrowth.com/,consultor seo en santiago,0,2,0,1.0
120,2026-02-08,https://facundogrowth.com/,consultor seo santiago,0,3,0,1.6666666666666665
121,2026-02-08,https://facundogrowth.com/blog/keywords-research-guia/,como hacer un keyword research en 2026,0,1,0,69.0
122,2026-02-08,https://facundogrowth.com/blog/que-es-seo/,el seo,0,17,0,44.1764705882353
123,2026-02-08,https://facundogrowth.com/blog/que-es-seo/,que es el seo de una web,0,2,0,93.0
124,2026-02-08,https://facundogrowth.com/blog/que-es-seo/,que es seo,0,11,0,68.54545454545455
125,2026-02-08,https://facundogrowth.com/blog/que-es-seo/,qué es seo,0,6,0,74.0
126,2026-02-08,https://facundogrowth.com/blog/que-es-seo/,seo definicion,0,1,0,84.0
127,2026-02-08,https://facundogrowth.com/blog/que-es-seo/,significado de seo,0,1,0,80.0
128,2026-02-08,https://facundogrowth.com/blog/que-es-seo/,significado seo,0,8,0,83.625
129,2026-02-08,https://facundogrowth.com/migracion-seo/,fases migracion seo,0,2,0,68.5
130,2026-02-09,https://facundogrowth.com/,consultor seo en santiago,0,1,0,1.0
131,2026-02-09,https://facundogrowth.com/,seo en santiago,0,1,0,11.0
132,2026-02-09,https://facundogrowth.com/auditoria-seo-chile/,auditoria seo chile,0,1,0,84.0
133,2026-02-09,https://facundogrowth.com/blog/consultor-seo-para-pymes/,consultor seo chile,0,1,0,52.0
134,2026-02-09,https://facundogrowth.com/blog/cuanto-cuesta-seo-chile/,precio por hora seo,0,1,0,5.0
135,2026-02-09,https://facundogrowth.com/blog/keywords-research-guia/,aquí tienes una lista de 500 palabras clave relevantes con alta búsqueda seo en españa,0,1,0,8.0
136,2026-02-09,https://facundogrowth.com/blog/keywords-research-guia/,como hacer un keyword research en 2026,0,1,0,43.0
137,2026-02-09,https://facundogrowth.com/blog/keywords-research-guia/,investigación keywords seo,0,1,0,81.0
138,2026-02-09,https://facundogrowth.com/blog/que-es-seo/,el seo,0,4,0,67.5
139,2026-02-09,https://facundogrowth.com/blog/que-es-seo/,que es el seo de una web,0,1,0,96.0
140,2026-02-09,https://facundogrowth.com/blog/que-es-seo/,que es seo,0,5,0,71.6
141,2026-02-09,https://facundogrowth.com/blog/que-es-seo/,seo definicion,0,7,0,86.57142857142857
142,2026-02-09,https://facundogrowth.com/blog/que-es-seo/,seo esgos,0,1,0,7.0
143,2026-02-09,https://facundogrowth.com/blog/que-es-seo/,seo que hace,0,1,0,50.0
144,2026-02-09,https://facundogrowth.com/blog/que-es-seo/,si a seo en espanol,0,1,0,84.0
145,2026-02-09,https://facundogrowth.com/blog/que-es-seo/,significado seo,0,7,0,91.42857142857143
146,2026-02-09,https://facundogrowth.com/consultor-seo-arica/,"""comercio fronterizo""",0,1,0,9.0
147,2026-02-09,https://facundogrowth.com/consultor-seo-regiones/,consultor seo chile,0,1,0,90.0
148,2026-02-09,https://facundogrowth.com/migracion-seo/,eliminar dominios de la lista de inicio rápido de sistrix,0,4,0,69.75
149,2026-02-09,https://facundogrowth.com/seo-local-chile/,seo en santiago,0,1,0,11.0
150,2026-02-10,https://facundogrowth.com/,asesoria seo,0,1,0,11.0
151,2026-02-10,https://facundogrowth.com/,consultora seo,0,1,0,14.0
152,2026-02-10,https://facundogrowth.com/,consultoría seo,0,1,0,2.0
153,2026-02-10,https://facundogrowth.com/,growth consultant,0,1,0,2.0
154,2026-02-10,https://facundogrowth.com/analizador-seo,analisis seo,0,10,0,79.1
155,2026-02-10,https://facundogrowth.com/analizador-seo,analisis seo gratis,0,2,0,66.5
156,2026-02-10,https://facundogrowth.com/analizador-seo,analisis seo online,0,2,0,79.0
157,2026-02-10,https://facundogrowth.com/analizador-seo,analiza tu web,0,6,0,75.5
158,2026-02-10,https://facundogrowth.com/analizador-seo,analizador seo,0,6,0,72.83333333333333
159,2026-02-10,https://facundogrowth.com/analizador-seo,analizador web,0,7,0,75.14285714285714
160,2026-02-10,https://facundogrowth.com/analizador-seo,analizar seo,0,7,0,78.42857142857143
161,2026-02-10,https://facundogrowth.com/analizador-seo,diagnóstico seo,0,1,0,75.0
162,2026-02-10,https://facundogrowth.com/auditoria-seo-chile/,auditoria seo chile,0,3,0,92.66666666666667
163,2026-02-10,https://facundogrowth.com/blog/consultor-seo-para-pymes/,consultor seo local pymes,0,1,0,95.0
164,2026-02-10,https://facundogrowth.com/blog/keywords-research-guia/,aquí tienes una lista de 500 palabras clave relevantes con alta búsqueda seo en españa,0,1,0,7.0
165,2026-02-10,https://facundogrowth.com/blog/keywords-research-guia/,como hacer un keyword research en 2026,0,1,0,51.0
166,2026-02-10,https://facundogrowth.com/blog/keywords-research-guia/,keyword research 2026,0,1,0,93.0
167,2026-02-10,https://facundogrowth.com/blog/que-es-seo/,el seo,0,6,0,84.66666666666667
168,2026-02-10,https://facundogrowth.com/blog/que-es-seo/,que es el seo de una web,0,1,0,96.0
169,2026-02-10,https://facundogrowth.com/blog/que-es-seo/,que es la seo,0,2,0,98.0
170,2026-02-10,https://facundogrowth.com/blog/que-es-seo/,que es seo,0,1,0,66.0
171,2026-02-10,https://facundogrowth.com/blog/que-es-seo/,qué es el seo artesanal,0,1,0,74.0
172,2026-02-10,https://facundogrowth.com/blog/que-es-seo/,seo definicion,0,17,0,89.6470588235294
173,2026-02-10,https://facundogrowth.com/blog/que-es-seo/,seo en español,0,6,0,75.66666666666667
174,2026-02-10,https://facundogrowth.com/blog/que-es-seo/,seo español,0,1,0,73.0
175,2026-02-10,https://facundogrowth.com/blog/que-es-seo/,seo significado,0,4,0,75.25
176,2026-02-10,https://facundogrowth.com/blog/que-es-seo/,significado seo,0,4,0,89.25
177,2026-02-10,https://facundogrowth.com/migracion-seo/,eliminar dominios de la lista de inicio rápido de sistrix,0,1,0,67.0
178,2026-02-10,https://facundogrowth.com/migracion-seo/,fases migracion seo,0,1,0,71.0
179,2026-02-10,https://facundogrowth.com/seo-local-chile/,consultor seo local,0,1,0,91.0
180,2026-02-10,https://facundogrowth.com/seo-tecnico/,que es el seo tecnico,0,1,0,83.0
181,2026-02-11,https://facundogrowth.com/analizador-seo,analisis pagina web gratis,0,1,0,82.0
182,2026-02-11,https://facundogrowth.com/analizador-seo,analisis seo,0,10,0,73.6
183,2026-02-11,https://facundogrowth.com/analizador-seo,analisis seo gratis,0,2,0,90.5
184,2026-02-11,https://facundogrowth.com/analizador-seo,analiza tu web,0,4,0,54.75
185,2026-02-11,https://facundogrowth.com/analizador-seo,analizador seo,0,16,0,61.8125
186,2026-02-11,https://facundogrowth.com/analizador-seo,analizador web,0,6,0,60.166666666666664
187,2026-02-11,https://facundogrowth.com/analizador-seo,analizar seo,0,13,0,74.0
188,2026-02-11,https://facundogrowth.com/analizador-seo,analizar seo web,0,1,0,48.0
189,2026-02-11,https://facundogrowth.com/analizador-seo,analizar web seo,0,1,0,93.0
190,2026-02-11,https://facundogrowth.com/analizador-seo,análisis seo,0,2,0,77.5
191,2026-02-11,https://facundogrowth.com/analizador-seo,diagnóstico seo,0,1,0,84.0
192,2026-02-11,https://facundogrowth.com/auditoria-seo-chile/,auditoria seo chile,0,3,0,88.0
193,2026-02-11,https://facundogrowth.com/blog/cuanto-cuesta-seo-chile/,precio seo mensual,0,1,0,7.0
194,2026-02-11,https://facundogrowth.com/blog/keywords-research-guia/,investigación keywords seo,0,1,0,78.0
195,2026-02-11,https://facundogrowth.com/blog/keywords-research-guia/,keyword research 2026,0,1,0,97.0
196,2026-02-11,https://facundogrowth.com/blog/optimizacion-on-page/,actualización on page seo,0,1,0,8.0
197,2026-02-11,https://facundogrowth.com/blog/que-es-seo/,el seo,0,6,0,52.666666666666664
198,2026-02-11,https://facundogrowth.com/blog/que-es-seo/,que es la seo,0,1,0,95.0
199,2026-02-11,https://facundogrowth.com/blog/que-es-seo/,que es seo,0,1,0,69.0
200,2026-02-11,https://facundogrowth.com/blog/que-es-seo/,qué es el seo artesanal,0,1,0,73.0
201,2026-02-11,https://facundogrowth.com/blog/que-es-seo/,seo definicion,0,11,0,92.0
202,2026-02-11,https://facundogrowth.com/blog/que-es-seo/,seo en español,0,4,0,77.5
203,2026-02-11,https://facundogrowth.com/blog/que-es-seo/,seo significado,0,3,0,78.33333333333333
204,2026-02-11,https://facundogrowth.com/blog/que-es-seo/,significado seo,0,12,0,87.66666666666667
205,2026-02-11,https://facundogrowth.com/calculadora-roi-seo,roi del seo,0,1,0,59.0
206,2026-02-11,https://facundogrowth.com/consultor-seo-osorno,consultor seo chile,0,1,0,82.0
207,2026-02-11,https://facundogrowth.com/migracion-seo/,eliminar dominios de la lista de inicio rápido de sistrix,0,3,0,64.33333333333334
208,2026-02-11,https://facundogrowth.com/migracion-seo/,fases migracion seo,0,1,0,92.0
209,2026-02-12,https://facundogrowth.com/analizador-seo,analisis pagina web gratis,0,2,0,85.5
210,2026-02-12,https://facundogrowth.com/analizador-seo,analisis seo,0,21,0,68.42857142857143
211,2026-02-12,https://facundogrowth.com/analizador-seo,analisis seo gratis,0,2,0,88.5
212,2026-02-12,https://facundogrowth.com/analizador-seo,analiza tu web,0,8,0,51.125
213,2026-02-12,https://facundogrowth.com/analizador-seo,analizador seo,0,20,0,73.1
