,date,page,query,clicks,impressions,ctr,position
214,2026-02-12,https://facundogrowth.com/analizador-seo,analizador web,0,3,0,67.66666666666667
215,2026-02-12,https://facundogrowth.com/analizador-seo,analizar mi web,0,6,0,85.33333333333333
216,2026-02-12,https://facundogrowth.com/analizador-seo,analizar seo,0,15,0,81.66666666666667
217,2026-02-12,https://facundogrowth.com/analizador-seo,analizar seo web,0,3,0,76.0
218,2026-02-12,https://facundogrowth.com/analizador-seo,analizar web seo,0,1,0,91.0
219,2026-02-12,https://facundogrowth.com/analizador-seo,análisis seo,0,2,0,77.5
220,2026-02-12,https://facundogrowth.com/analizador-seo,reporte seo gratis,0,1,0,25.0
221,2026-02-12,https://facundogrowth.com/analizador-seo,seo analizador,0,1,0,96.0
222,2026-02-12,https://facundogrowth.com/blog/como-funciona-google,rastreo indexacion ranking,0,5,0,18.4
223,2026-02-12,https://facundogrowth.com/blog/cuanto-cuesta-seo-chile/,precio servicios seo,0,1,0,12.0
224,2026-02-12,https://facundogrowth.com/blog/keywords-research-guia/,como hacer un keyword research en 2026,0,1,0,48.0
225,2026-02-12,https://facundogrowth.com/blog/keywords-research-guia/,keyword research 2026,0,1,0,80.0
226,2026-02-12,https://facundogrowth.com/blog/que-es-seo/,el seo,0,8,0,65.875
227,2026-02-12,https://facundogrowth.com/blog/que-es-seo/,que es el seo de una web,0,1,0,86.0
228,2026-02-12,https://facundogrowth.com/blog/que-es-seo/,que es la seo,0,3,0,91.66666666666667
229,2026-02-12,https://facundogrowth.com/blog/que-es-seo/,qué es el seo artesanal,0,1,0,77.0
230,2026-02-12,https://facundogrowth.com/blog/que-es-seo/,seo definicion,0,8,0,90.875
231,2026-02-12,https://facundogrowth.com/blog/que-es-seo/,seo en español,0,2,0,75.5
232,2026-02-12,https://facundogrowth.com/blog/que-es-seo/,seo significado,0,3,0,81.66666666666667
233,2026-02-12,https://facundogrowth.com/blog/que-es-seo/,significado seo,0,7,0,78.71428571428571
234,2026-02-12,https://facundogrowth.com/calculadora-roi-seo,roi del seo,0,1,0,75.0
235,2026-02-12,https://facundogrowth.com/calculadora-roi-seo,seo roi,0,1,0,100.0
236,2026-02-12,https://facundogrowth.com/migracion-seo/,fases migracion seo,0,2,0,60.0
237,2026-02-13,https://facundogrowth.com/,consultor seo en santiago,0,1,0,2.0
238,2026-02-13,https://facundogrowth.com/analizador-seo,analisis seo,0,9,0,82.22222222222223
239,2026-02-13,https://facundogrowth.com/analizador-seo,analisis seo gratis,0,3,0,82.0
240,2026-02-13,https://facundogrowth.com/analizador-seo,analisis seo web,0,1,0,64.0
241,2026-02-13,https://facundogrowth.com/analizador-seo,analiza seo,0,1,0,80.0
242,2026-02-13,https://facundogrowth.com/analizador-seo,analiza seo gratuita,0,3,0,81.66666666666667
243,2026-02-13,https://facundogrowth.com/analizador-seo,analiza tu web,0,10,0,47.8
244,2026-02-13,https://facundogrowth.com/analizador-seo,analizador seo,0,13,0,70.84615384615384
245,2026-02-13,https://facundogrowth.com/analizador-seo,analizador web,0,3,0,77.66666666666667
246,2026-02-13,https://facundogrowth.com/analizador-seo,analizar mi web,0,1,0,50.0
247,2026-02-13,https://facundogrowth.com/analizador-seo,analizar seo,0,9,0,82.22222222222223
248,2026-02-13,https://facundogrowth.com/analizador-seo,analizar seo web,0,3,0,86.33333333333333
249,2026-02-13,https://facundogrowth.com/analizador-seo,analizar web seo,0,1,0,96.0
250,2026-02-13,https://facundogrowth.com/auditoria-seo-chile/,auditoria seo chile,0,4,0,82.5
251,2026-02-13,https://facundogrowth.com/blog/como-funciona-google,rastreo indexacion ranking,0,8,0,35.25
252,2026-02-13,https://facundogrowth.com/blog/cuanto-cuesta-seo-chile/,precio seo mensual,0,1,0,8.0
253,2026-02-13,https://facundogrowth.com/blog/cuanto-cuesta-seo-chile/,precios para seo,0,1,0,9.0
254,2026-02-13,https://facundogrowth.com/blog/optimizacion-on-page/,actualización on page seo,0,1,0,11.0
255,2026-02-13,https://facundogrowth.com/blog/que-es-seo/,que es la seo,0,1,0,98.0
256,2026-02-13,https://facundogrowth.com/blog/que-es-seo/,seo en español,0,1,0,74.0
257,2026-02-13,https://facundogrowth.com/blog/que-es-seo/,seo español,0,2,0,76.0
258,2026-02-13,https://facundogrowth.com/blog/que-es-seo/,seo significado,0,1,0,99.0
259,2026-02-13,https://facundogrowth.com/blog/que-es-seo/,seo significado marketing,0,1,0,84.0
260,2026-02-13,https://facundogrowth.com/blog/que-es-seo/,significado seo,0,8,0,77.5
261,2026-02-13,https://facundogrowth.com/calculadora-roi-seo,roi del seo,0,1,0,69.0
262,2026-02-13,https://facundogrowth.com/consultor-seo-regiones/,consultor seo chile,0,2,0,90.5
263,2026-02-13,https://facundogrowth.com/migracion-seo/,eliminar dominios de la lista de inicio rápido de sistrix,0,1,0,66.0
264,2026-02-13,https://facundogrowth.com/migracion-seo/,fases migracion seo,0,1,0,70.0
265,2026-02-14,https://facundogrowth.com/analizador-seo,analisis seo,0,15,0,77.46666666666667
266,2026-02-14,https://facundogrowth.com/analizador-seo,analisis seo gratis,0,4,0,74.75
267,2026-02-14,https://facundogrowth.com/analizador-seo,analisis seo web,0,1,0,69.0
268,2026-02-14,https://facundogrowth.com/analizador-seo,analisis web seo,0,1,0,85.0
269,2026-02-14,https://facundogrowth.com/analizador-seo,analiza tu web,0,4,0,59.0
270,2026-02-14,https://facundogrowth.com/analizador-seo,analizador seo,0,14,0,71.71428571428571
271,2026-02-14,https://facundogrowth.com/analizador-seo,analizador web,0,4,0,66.75
272,2026-02-14,https://facundogrowth.com/analizador-seo,analizar mi web,0,4,0,95.0
273,2026-02-14,https://facundogrowth.com/analizador-seo,analizar seo,0,8,0,76.75
274,2026-02-14,https://facundogrowth.com/analizador-seo,analizar seo web,0,1,0,79.0
275,2026-02-14,https://facundogrowth.com/analizador-seo,analizar web seo,0,2,0,87.0
276,2026-02-14,https://facundogrowth.com/analizador-seo,análisis página web gratis,0,2,0,80.0
277,2026-02-14,https://facundogrowth.com/analizador-seo,análisis seo,0,3,0,73.33333333333333
278,2026-02-14,https://facundogrowth.com/auditoria-seo-chile/,auditoria seo chile,0,1,0,88.0
279,2026-02-14,https://facundogrowth.com/blog/claude-code-seo,claude code seo,0,1,0,8.0
280,2026-02-14,https://facundogrowth.com/blog/como-funciona-google,rastreo indexacion ranking,0,7,0,38.142857142857146
281,2026-02-14,https://facundogrowth.com/blog/cuanto-cuesta-seo-chile/,posicionamiento seo precio,0,1,0,72.0
282,2026-02-14,https://facundogrowth.com/blog/que-es-seo/,que es el seo de una pagina web,0,1,0,88.0
283,2026-02-14,https://facundogrowth.com/blog/que-es-seo/,que es el seo de una web,0,1,0,96.0
284,2026-02-14,https://facundogrowth.com/blog/que-es-seo/,que es la seo,0,1,0,98.0
285,2026-02-14,https://facundogrowth.com/blog/que-es-seo/,qué es el seo artesanal,0,1,0,75.0
286,2026-02-14,https://facundogrowth.com/blog/que-es-seo/,seo cogul el,0,1,0,11.0
287,2026-02-14,https://facundogrowth.com/blog/que-es-seo/,seo en espanol,0,1,0,80.0
288,2026-02-14,https://facundogrowth.com/blog/que-es-seo/,seo en español,0,1,0,31.0
289,2026-02-14,https://facundogrowth.com/blog/que-es-seo/,seo significado,0,3,0,84.33333333333333
290,2026-02-14,https://facundogrowth.com/blog/que-es-seo/,significado seo,0,2,0,88.0
291,2026-02-14,https://facundogrowth.com/calculadora-roi-seo,roi del seo,0,1,0,71.0
292,2026-02-14,https://facundogrowth.com/calculadora-roi-seo,roi seo,0,1,0,89.0
293,2026-02-14,https://facundogrowth.com/migracion-seo/,eliminar dominios de la lista de inicio rápido de sistrix,0,3,0,65.66666666666667
294,2026-02-14,https://facundogrowth.com/migracion-seo/,fases migracion seo,0,1,0,76.0
295,2026-02-15,https://facundogrowth.com/analizador-seo,analisis seo,0,27,0,81.62962962962963
296,2026-02-15,https://facundogrowth.com/analizador-seo,analisis seo gratis,0,3,0,75.66666666666667
297,2026-02-15,https://facundogrowth.com/analizador-seo,analisis seo web,0,3,0,88.33333333333333
298,2026-02-15,https://facundogrowth.com/analizador-seo,analiza tu web,0,4,0,60.5
299,2026-02-15,https://facundogrowth.com/analizador-seo,analizador seo,0,12,0,78.25
300,2026-02-15,https://facundogrowth.com/analizador-seo,analizar mi web,0,9,0,85.66666666666667
301,2026-02-15,https://facundogrowth.com/analizador-seo,analizar seo,0,13,0,73.61538461538461
302,2026-02-15,https://facundogrowth.com/analizador-seo,analizar seo de una web,0,3,0,86.66666666666667
303,2026-02-15,https://facundogrowth.com/analizador-seo,analizar seo de una web gratis,0,1,0,84.0
304,2026-02-15,https://facundogrowth.com/analizador-seo,análisis seo,0,1,0,78.0
305,2026-02-15,https://facundogrowth.com/analizador-seo,diagnóstico seo,0,1,0,77.0
306,2026-02-15,https://facundogrowth.com/analizador-seo,seo analisis,0,2,0,88.5
307,2026-02-15,https://facundogrowth.com/auditoria-seo-chile/,auditoria seo chile,0,1,0,89.0
308,2026-02-15,https://facundogrowth.com/blog/como-funciona-google,cómo funciona el rastreo y la indexación,0,1,0,67.0
309,2026-02-15,https://facundogrowth.com/blog/como-funciona-google,rastreo indexacion ranking,0,7,0,30.0
310,2026-02-15,https://facundogrowth.com/blog/cuanto-cuesta-seo-chile/,precio seo mensual,0,2,0,7.0
311,2026-02-15,https://facundogrowth.com/blog/keywords-research-guia/,como hacer un keyword research en 2026,0,1,0,33.0
312,2026-02-15,https://facundogrowth.com/blog/keywords-research-guia/,investigación keywords seo,0,1,0,85.0
313,2026-02-15,https://facundogrowth.com/blog/que-es-seo/,que es el seo de una web,0,2,0,86.5
314,2026-02-15,https://facundogrowth.com/blog/que-es-seo/,que es la seo,0,1,0,96.0
315,2026-02-15,https://facundogrowth.com/blog/que-es-seo/,que es seo,0,1,0,54.0
316,2026-02-15,https://facundogrowth.com/blog/que-es-seo/,qué es seo,0,1,0,74.0
317,2026-02-15,https://facundogrowth.com/blog/que-es-seo/,seo definicion,0,4,0,85.25
318,2026-02-15,https://facundogrowth.com/blog/que-es-seo/,seo en español,0,2,0,79.5
319,2026-02-15,https://facundogrowth.com/blog/que-es-seo/,seo que es,0,1,0,91.0
320,2026-02-15,https://facundogrowth.com/blog/que-es-seo/,seo significado,0,3,0,87.33333333333333
321,2026-02-15,https://facundogrowth.com/blog/que-es-seo/,seo significado en español,0,1,0,82.0
322,2026-02-15,https://facundogrowth.com/blog/que-es-seo/,significado seo,0,2,0,76.0
323,2026-02-15,https://facundogrowth.com/calculadora-roi-seo,roi del seo,0,1,0,58.0
324,2026-02-15,https://facundogrowth.com/consultor-seo-regiones/,consultor seo chile,0,1,0,91.0
325,2026-02-15,https://facundogrowth.com/migracion-seo/,eliminar dominios de la lista de inicio rápido de sistrix,0,5,0,63.6
326,2026-02-16,https://facundogrowth.com/analizador-seo,analisis seo,0,10,0,83.4
327,2026-02-16,https://facundogrowth.com/analizador-seo,analisis seo gratis,0,4,0,75.25
328,2026-02-16,https://facundogrowth.com/analizador-seo,analisis seo web,0,4,0,76.5
329,2026-02-16,https://facundogrowth.com/analizador-seo,analiza seo,0,1,0,74.0
330,2026-02-16,https://facundogrowth.com/analizador-seo,analiza tu web,0,4,0,59.25
331,2026-02-16,https://facundogrowth.com/analizador-seo,analizador seo,0,11,0,67.36363636363636
332,2026-02-16,https://facundogrowth.com/analizador-seo,analizador web,0,1,0,56.0
333,2026-02-16,https://facundogrowth.com/analizador-seo,analizar mi web,0,6,0,92.66666666666667
334,2026-02-16,https://facundogrowth.com/analizador-seo,analizar seo,0,10,0,84.7
335,2026-02-16,https://facundogrowth.com/analizador-seo,analizar seo de una web,0,4,0,98.75
336,2026-02-16,https://facundogrowth.com/analizador-seo,analizar seo web,0,1,0,69.0
337,2026-02-16,https://facundogrowth.com/analizador-seo,análisis seo,0,2,0,80.5
338,2026-02-16,https://facundogrowth.com/analizador-seo,seo analisis,0,2,0,84.0
339,2026-02-16,https://facundogrowth.com/auditoria-seo-chile/,auditoria seo chile,0,1,0,82.0
340,2026-02-16,https://facundogrowth.com/blog/claude-code-seo,claude code for seo,0,1,0,6.0
341,2026-02-16,https://facundogrowth.com/blog/claude-code-seo,claude code seo,0,1,0,6.0
342,2026-02-16,https://facundogrowth.com/blog/claude-code-seo,seo claude code,0,1,0,5.0
343,2026-02-16,https://facundogrowth.com/blog/como-funciona-google,diferencia entre rastreo e indexacion de un motor de busqueda,0,1,0,93.0
344,2026-02-16,https://facundogrowth.com/blog/como-funciona-google,indexación y rastreo,0,1,0,92.0
345,2026-02-16,https://facundogrowth.com/blog/como-funciona-google,rastreo indexacion ranking,0,12,0,34.083333333333336
346,2026-02-16,https://facundogrowth.com/blog/cuanto-cuesta-seo-chile/,servicio seo precio,0,1,0,7.0
347,2026-02-16,https://facundogrowth.com/blog/errores-comunes-seo,los problemas seo,0,1,0,74.0
348,2026-02-16,https://facundogrowth.com/blog/keywords-research-guia/,keyword en español fuera de la base de datos,0,1,0,11.0
349,2026-02-16,https://facundogrowth.com/blog/keywords-research-guia/,keyword research 2026,0,1,0,69.0
350,2026-02-16,https://facundogrowth.com/blog/que-es-seo/,que es seo,0,5,0,78.0
351,2026-02-16,https://facundogrowth.com/blog/que-es-seo/,qué es seo,0,4,0,82.25
352,2026-02-16,https://facundogrowth.com/blog/que-es-seo/,seo definicion,0,11,0,90.18181818181819
353,2026-02-16,https://facundogrowth.com/blog/que-es-seo/,seo que es,0,4,0,76.5
354,2026-02-16,https://facundogrowth.com/blog/que-es-seo/,seo significado,0,1,0,98.0
355,2026-02-16,https://facundogrowth.com/blog/que-es-seo/,significado de seo,0,2,0,85.5
356,2026-02-16,https://facundogrowth.com/blog/que-es-seo/,significado seo,0,6,0,88.16666666666667
357,2026-02-16,https://facundogrowth.com/calculadora-roi-seo,roi del seo,0,2,0,68.5
358,2026-02-16,https://facundogrowth.com/migracion-seo/,eliminar dominios de la lista de inicio rápido de sistrix,0,6,0,62.333333333333336
359,2026-02-16,https://facundogrowth.com/migracion-seo/,fases migracion seo,0,1,0,55.0
360,2026-02-17,https://facundogrowth.com/,automations,0,1,0,12.0
361,2026-02-17,https://facundogrowth.com/,consultor seo en santiago,0,1,0,1.0
362,2026-02-17,https://facundogrowth.com/analizador-seo,analisis seo,0,9,0,85.44444444444444
363,2026-02-17,https://facundogrowth.com/analizador-seo,analisis seo google,0,1,0,86.0
364,2026-02-17,https://facundogrowth.com/analizador-seo,analisis seo gratis,0,3,0,65.66666666666667
365,2026-02-17,https://facundogrowth.com/analizador-seo,analisis seo web,0,4,0,91.5
366,2026-02-17,https://facundogrowth.com/analizador-seo,analiza tu web,0,4,0,56.0
367,2026-02-17,https://facundogrowth.com/analizador-seo,analizador seo,0,12,0,72.75
368,2026-02-17,https://facundogrowth.com/analizador-seo,analizador web,0,1,0,87.0
369,2026-02-17,https://facundogrowth.com/analizador-seo,analizador web seo,0,1,0,61.0
370,2026-02-17,https://facundogrowth.com/analizador-seo,analizar mi web,0,3,0,91.66666666666667
371,2026-02-17,https://facundogrowth.com/analizador-seo,analizar seo,0,7,0,78.0
372,2026-02-17,https://facundogrowth.com/analizador-seo,analizar seo de una web,0,4,0,87.75
373,2026-02-17,https://facundogrowth.com/analizador-seo,análisis página web gratis,0,1,0,86.0
374,2026-02-17,https://facundogrowth.com/analizador-seo,análisis seo,0,3,0,77.66666666666667
375,2026-02-17,https://facundogrowth.com/analizador-seo,seo analisis,0,4,0,90.25
376,2026-02-17,https://facundogrowth.com/auditoria-seo-chile/,auditoria seo chile,0,2,0,82.5
377,2026-02-17,https://facundogrowth.com/blog/claude-code-seo,claude seo,0,1,0,10.0
378,2026-02-17,https://facundogrowth.com/blog/claude-code-seo,seo claude,0,1,0,6.0
379,2026-02-17,https://facundogrowth.com/blog/como-funciona-google,rastreo indexacion ranking,0,8,0,29.75
380,2026-02-17,https://facundogrowth.com/blog/errores-comunes-seo,errores seo,0,2,0,59.5
381,2026-02-17,https://facundogrowth.com/blog/errores-comunes-seo,seo faule,0,1,0,2.0
382,2026-02-17,https://facundogrowth.com/blog/keywords-research-guia/,como hacer un keyword research en 2026,0,1,0,22.0
383,2026-02-17,https://facundogrowth.com/blog/keywords-research-guia/,keyword en español fuera de la base de datos,0,1,0,11.0
384,2026-02-17,https://facundogrowth.com/blog/que-es-seo/,que es seo,0,6,0,78.33333333333333
385,2026-02-17,https://facundogrowth.com/blog/que-es-seo/,qué es seo,0,5,0,74.8
386,2026-02-17,https://facundogrowth.com/blog/que-es-seo/,seo definicion,0,9,0,82.66666666666667
387,2026-02-17,https://facundogrowth.com/blog/que-es-seo/,seo en español,0,1,0,76.0
388,2026-02-17,https://facundogrowth.com/blog/que-es-seo/,seo español,0,1,0,92.0
389,2026-02-17,https://facundogrowth.com/blog/que-es-seo/,seo que es,0,6,0,86.5
390,2026-02-17,https://facundogrowth.com/blog/que-es-seo/,significado seo,0,6,0,85.0
391,2026-02-17,https://facundogrowth.com/calculadora-roi-seo,roi del seo,0,1,0,66.0
392,2026-02-17,https://facundogrowth.com/consultor-seo-iquique/,agencia seo iquique,0,1,0,20.0
393,2026-02-17,https://facundogrowth.com/migracion-seo/,eliminar dominios de la lista de inicio rápido de sistrix,0,1,0,62.0
394,2026-02-17,https://facundogrowth.com/migracion-seo/,fases migracion seo,0,1,0,52.0
395,2026-02-17,https://facundogrowth.com/posicionamiento-web-chile/,posicionamiento seo ovalle,0,1,0,33.0
396,2026-02-18,https://facundogrowth.com/analizador-seo,analisis seo,0,3,0,83.0
397,2026-02-18,https://facundogrowth.com/analizador-seo,analisis seo gratis,0,1,0,97.0
398,2026-02-18,https://facundogrowth.com/analizador-seo,analiza tu web,0,1,0,48.0
399,2026-02-18,https://facundogrowth.com/analizador-seo,analizador seo,0,4,0,66.5
400,2026-02-18,https://facundogrowth.com/analizador-seo,analizar seo,0,1,0,86.0
401,2026-02-18,https://facundogrowth.com/analizador-seo,analizar seo de una web,0,3,0,87.66666666666667
402,2026-02-18,https://facundogrowth.com/blog/como-funciona-google,indexación y rastreo,0,1,0,88.0
403,2026-02-18,https://facundogrowth.com/blog/como-funciona-google,rastreo indexacion ranking,0,10,0,35.5
404,2026-02-18,https://facundogrowth.com/blog/cuanto-cuesta-seo-chile/,servicio seo precio,0,2,0,9.5
405,2026-02-18,https://facundogrowth.com/blog/errores-comunes-seo,los problemas seo,0,1,0,82.0
406,2026-02-18,https://facundogrowth.com/blog/google-ai-overviews-seo,ai overviews seo,0,1,0,63.0
407,2026-02-18,https://facundogrowth.com/blog/google-analytics-4-seo,guia seo metricas google analytics,0,1,0,3.0
408,2026-02-18,https://facundogrowth.com/blog/ia-promocionar-productos-google,ia para promocionar productos,0,1,0,12.0
409,2026-02-18,https://facundogrowth.com/blog/keywords-research-guia/,keyword en español fuera de la base de datos,0,1,0,12.0
410,2026-02-18,https://facundogrowth.com/blog/que-es-seo/,que es seo,0,5,0,77.4
411,2026-02-18,https://facundogrowth.com/blog/que-es-seo/,que significa seo,0,1,0,86.0
412,2026-02-18,https://facundogrowth.com/blog/que-es-seo/,qué es seo,0,7,0,75.0
413,2026-02-18,https://facundogrowth.com/blog/que-es-seo/,seo definicion,0,12,0,83.66666666666667
414,2026-02-18,https://facundogrowth.com/blog/que-es-seo/,seo definición,0,1,0,89.0
415,2026-02-18,https://facundogrowth.com/blog/que-es-seo/,seo en español,0,3,0,77.0
416,2026-02-18,https://facundogrowth.com/blog/que-es-seo/,seo que es,0,4,0,75.25
417,2026-02-18,https://facundogrowth.com/blog/que-es-seo/,seo significa,0,1,0,93.0
418,2026-02-18,https://facundogrowth.com/blog/que-es-seo/,seo significado,0,4,0,92.25
419,2026-02-18,https://facundogrowth.com/blog/que-es-seo/,si a seo en espanol,0,1,0,87.0
420,2026-02-18,https://facundogrowth.com/blog/que-es-seo/,significado de seo,0,1,0,94.0
421,2026-02-18,https://facundogrowth.com/blog/que-es-seo/,significado seo,0,4,0,86.0
422,2026-02-18,https://facundogrowth.com/calculadora-roi-seo,roi del seo,0,1,0,60.0
423,2026-02-18,https://facundogrowth.com/consultor-seo-regiones/,consultor seo en chile,0,1,0,87.0
424,2026-02-18,https://facundogrowth.com/migracion-seo/,eliminar dominios de la lista de inicio rápido de sistrix,0,5,0,61.8
